sample	unit	platform	cram
5746356_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5746356_23163_0_0.cram
5753067_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5753067_23163_0_0.cram
5759488_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5759488_23163_0_0.cram
5761769_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5761769_23163_0_0.cram
5774966_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5774966_23163_0_0.cram
5782147_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5782147_23163_0_0.cram
5782281_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5782281_23163_0_0.cram
5793649_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5793649_23163_0_0.cram
5802663_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5802663_23163_0_0.cram
5804947_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5804947_23163_0_0.cram
5813666_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5813666_23163_0_0.cram
5825969_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5825969_23163_0_0.cram
5838231_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5838231_23163_0_0.cram
5841917_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5841917_23163_0_0.cram
5843535_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5843535_23163_0_0.cram
5851511_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5851511_23163_0_0.cram
5853292_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5853292_23163_0_0.cram
5856486_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5856486_23163_0_0.cram
5857507_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5857507_23163_0_0.cram
5859513_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5859513_23163_0_0.cram
5870440_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5870440_23163_0_0.cram
5875753_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5875753_23163_0_0.cram
5880933_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5880933_23163_0_0.cram
5887761_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5887761_23163_0_0.cram
5889339_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5889339_23163_0_0.cram
5891198_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5891198_23163_0_0.cram
5915730_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5915730_23163_0_0.cram
5923326_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5923326_23163_0_0.cram
5923419_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5923419_23163_0_0.cram
5925541_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5925541_23163_0_0.cram
5926385_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5926385_23163_0_0.cram
5928112_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5928112_23163_0_0.cram
5933649_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5933649_23163_0_0.cram
5941242_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5941242_23163_0_0.cram
5946509_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5946509_23163_0_0.cram
5949986_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5949986_23163_0_0.cram
5964071_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5964071_23163_0_0.cram
5966708_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5966708_23163_0_0.cram
5968073_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5968073_23163_0_0.cram
5971946_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5971946_23163_0_0.cram
5990068_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5990068_23163_0_0.cram
5994235_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/5994235_23163_0_0.cram
6004704_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/6004704_23163_0_0.cram
6010466_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/6010466_23163_0_0.cram
6018307_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/6018307_23163_0_0.cram
